id,name,about,network,followersCount,proposalsCount,gov_model
gov.radworks.eth,Radworks,Radworks is developing a sovereign developer stack to securely host & reward open source code. 🌱  It is the community-governed network behind Radicle & Drips.,1,253,29,hybrid
alphakekai.eth,Alphakek AI,$AIKEK is the universal AI substrate for the new internet.,1,28,3,hybrid
ticketing-revolution.eth,Ticketing Revolution DAO,The home of proposals related to the Ticketing Revolution DAO. Holders of xGET (Staked GET) can vote on initiatives related to the DAO's educational objective.,1,27,19,hybrid
natanetwork.eth,Nata Network,Multichain Privacy Protocol.,137,583,3,hybrid
gov.exa.eth,Exactly Protocol,Exactly is a decentralized protocol to deposit and borrow crypto assets at variable and fixed interest rates with an intuitive UX and low transaction costs.,10,143,26,hybrid
hvax.eth,Event Horizon,"Public Good, Public-Access Governance Pool",1,179,921,hybrid
hypergptdao.eth,HyperGPT,World's first AI apps marketplace! 🏆 Power up Web3 with AI and the $HGPT token! 🔥 ,56,984,31,hybrid
gccofficial.eth,GCC,Global Chinese Community for the Universal Digital Commons,1,45,128,hybrid
governance.qredo.eth,Open Custody Protocol (x Qredo),OCP introduces an innovative relayer mechanism that seamlessly connects applications to a modular permissionless custody protocol.,1,8467,13,hybrid
aviator-dao.eth,Aviator DAO,Aviator is revolutionizing onchain gaming and bridging with Aviator Arcade™ 🕹️ and SkyBridge™ 🌉,1,91,37,hybrid
maple.eth,Maple Finance,"Asset management, onchain.",1,42,10,hybrid
eazyswap.eth,EazySwap,Native PulseChain DEX!,369,10,7,hybrid
theadmiraldao.eth,AdmiralDAO,AdmiralDAO stewards a fleet of DeFi products tailored to the needs of different types of traders and communities.,1,444,23,hybrid
unilendgov.eth,UniLend Finance,UniLend is a Multichain protocol for Lending & Borrowing all ERC20 tokens permissionlessly. We are developing a Futuristic Base Layer for all DeFi applications.,1,30,6,hybrid
quollfi.eth,Quoll Finance,Quoll Finance is a yield booster and on-chain incubator. It leverages the veToken/boosted yield model adopted by Wombat Exchange ,56,8,8,hybrid
mferc.eth,Meme fair ERC-20,一场社区自治试验。,42161,19,8,token
skale.eth,SKALE DAO,"The official snapshot space for the SKALE DAO, 
governing the SKALE Network: a network of Layer 1 blockchains",1,1174,3,token
apeassembly.eth,Ape Assembly,The Ape Assembly is an electorate of the most highly active governance participants within the ApeCoin ecosystem tasked with electing Stewards to Working Groups,1,87,11,hybrid
dragoncrypto.io,Dragon Crypto Gaming,We create web3 games and experiences; our flagship product is an old-school RPG: The Legend of Aurum Draconis.,1,21,8,hybrid
oatheco.eth,OATH Ecosystem,Governing the OATH Ecosystem,10,125,13,hybrid
satori.lol,Wiz Nouns ,Wizards DAO voting proxy in Nouns DAO.,1,31,136,hybrid
cuchorapido.eth,cuchorapido,"aprendiendo en público de la vida y sus rarezas, tendencias, mindfulness, parenting, tabus, astrologia, canabis, crypto, NFTs, DeFi, AWS, AI 🛡️",1,117,97,hybrid
grants.safe.eth,Safe Grants,Safe Grants Council Elections,1,576,3,hybrid
vote.turbocouncil.eth,TURBO,The TURBO Snapshot space is the dedicated space for community votes within the $TURBO ecosystem.,1,29,8,token
daodungeon.eth,DAO Dungeon,,100,9,3,hybrid
equilibriafi.eth,Equilibria Finance,First yield booster on top of Pendle Finance. Designed and Innovated for Pendle. Join us and swing your yield to new heights!,42161,1375,94,hybrid
orbapp.eth,Orb,Super App for Social Media.,1,514,479,hybrid
wg.ensnominations.eth,ENS WG Steward Nominations,Working Group Steward nominees.,1,40,60,hybrid
gracy.eth,Gracy,,1,170,10,hybrid
sdpendle.eth,sdpendle,Meta-governance platform for sdPENDLE.,1,28,87,hybrid
linea-build.eth,Linea,"A developer ready zk rollup powered by ConsenSys, enabling the next generation of Ethereum builders.",1,906129,2,hybrid
community.ilv-gov.eth,Community Sub Council,,137,25,65,hybrid
strategy.ilv-gov.eth,Strategy Sub Council,,137,4,11,hybrid
game.ilv-gov.eth,Game Sub Council,,137,5,7,hybrid
marketing.ilv-gov.eth,Marketing Sub Council,,137,6,7,hybrid
ilv-gov.eth,Illuvium Main Council,,137,28,66,hybrid
talentprotocol.eth,Talent Protocol,Talent Protocol official snapshot space. Join the community: https://discord.com/invite/talentprotocol,8453,194,3,token
0vix-protocol.eth,0VIX Protocol,0VIX is the first veTokenomics lending market on the zkEVM with dynamic interest rates on Polygon.,137,479,13,hybrid
basenamedao.eth,Base Name Service,Web3 naming (.base) for the next billion+ users on BASE | Native Name Service | http://basename.app,8453,40600,7,hybrid
sylvester-rewilding.eth,Sylvester's Wild Climate Club,"With Sylvester, we want to create the largest network of collectively owned, governed and financed wildlife sanctuaries and rewilding projects in Europe!",10,32,19,hybrid
karatecombat.eth,Karate Combat,Karate Combat DAO Proposals,1,68,49,hybrid
seedifyhodlers.eth,Seedify HODLers,"Welcome to Seedify HODLers DAO Voting. To vote on proposals, stake your $SFUND in the new staking pools! This is not an official Seedify DAO.",56,106,5,hybrid
opencampusdao.eth,Open Campus DAO,vote on Open Campus DAO by EDU holders,56,1093,15,hybrid
decent-dao.eth,Decent DAO,,1,36,7,hybrid
slingshotdao.eth,Slingshot DAO,,137,110,20,hybrid
chaingptai.eth,ChainGPT AI,"ChainGPT 🤖 #1 ranked AI infrastructure for Blockchain, Crypto, and Web3. 
🔥 Unleash the power of Blockchain AI with ChainGPT. 

Stake $CGPT for voting power.",56,3431,37,hybrid
bgdcommittee.eth,BGD Committee,Executive Committee of Big Green DAO,137,5,4,hybrid
lighthousegov.eth,Lighthouse,"Lighthouse is an all-in-one platform for web3 communities that focuses on secure messaging, smart automation, and real-time analytics. ",1,7,0,hybrid
octantapp.eth,Octant ,"Octant is a community-driven platform for experiments in decentralized governance. Powered by the returns of staking up to 100,000 ETH.",1,891,9,hybrid
lenster.xyz,Hey,"Hey is a decentralized, and permissionless social media app built with Lens Protocol",137,15535,0,hybrid
dao.spaceid.eth,SPACE ID DAO,"The official governance page of SPACE ID DAO ($ID). For discussions, visit forum.space.id",1,19632,17,hybrid
kittyinudao.eth,Kitty Inu DAO,The Kitty Inu DAO leverages blockchain technology and decentralization to foster the development and growth of the Kitty Inu token ecosystem. ,1,94,33,hybrid
ethereumcali.eth,ETH CALI,Building Trust and Progress for Colombia's Pacific Region with Ethereum technologies.,10,9,8,hybrid
agilitydao.eth,Agility DAO,"Agility is both an LSD liquidity distribution platform and an aUSD trading platform. 
Our vision is to unlock liquidity for LSD holders and explore more LSD tra",1,168,11,hybrid
liondexofficial.eth,LionDEX,A PvP-AMM perpetual futures trading protocol build on @GMX_IO $GLP | Minimum transaction fee of 0.008% | Double revenue for staking $LP. ,42161,79,7,hybrid
sectorfinance.eth,Sector Finance,"Transparent Risk, Real Yield",42161,57,15,hybrid
mambomakers.eth,Mambo Makers,"Voting on treasury usage and project development.

Voting power determined by leaderboard score:
https://www.mambomakers.com/leaderboard",43114,36,8,hybrid
arbitrumfoundation.eth,Arbitrum DAO,The official snapshot space for the Arbitrum DAO,42161,322455,385,token
seedlatam.eth,SEED Latam,"SEED Latam es una organización sin fines de lucro dedicada a impulsar, apoyar y acompañar a las comunidades Web3 en Latinoamérica.",10,77,8,hybrid
sturdyfi.eth,Sturdy,Sturdy is a DeFi lending protocol that enables anyone to create a liquid money market for any token.,1,175,27,hybrid
hydraventures.eth,Hydra Ventures,Scaling community first investing across all of web3,1,48,56,hybrid
bioxyz.eth,BIO,"BIO connects DeSci's early experimental hubs, using DeFi dynamics & real-world IP to grow an ecosystem of living, adaptive scientific networks.",1,1025,25,hybrid
mocana.eth,Moca DAO,"Welcome to Moca DAO! Our proposals will surround Governance, Culture Building, and Ecosystem Building. Let's build value together.",1,4225,225,hybrid
council.stakedotlink.eth,stake.link Governing Council,stake.link is the first-of-its-kind Liquid Delegated Staking Protocol for Chainlink Staking,1,29,45,delegated
thorswapcommunity.eth,THORSwap Community,"Leading cross-chain DEX aggregator powered by SwapKit. Swap 5,500+ Assets across 14+ Chains via THORChain, Chainflip and Maya Protocol.",1,80,16,hybrid
rokonetwork.eth,Roko Network,Ꭱꭼꭺꭰꮖᴨꮐ ꭲꮋꮖꮪ ꮇꭼꭺᴨꮪ ꭹꮻꮜ'ꭱꭼ ꮲꭺꭱꭲꮖꮯꮖꮲꭺꭲꮖᴨꮐ ꮖᴨ ꭺ ᴨꭼꭲꮃꮻꭱꮶ ꮃꮋꭼꭱꭼ ꮲꮮꭺꭹꭼꭱꮪ ꭺᴨꭰ ꮇꭺꮯꮋꮖᴨꭼꮪ ꮯꮻꮮꮮꭺᏼꮻꭱꭺꭲꭼ ꭲꮻ ꮯꭱꭼꭺꭲꭼ ꮪꭼꮮғ-ꮻꭱꮐꭺᴨꮖꮓꮖᴨꮐ ꭱꭼꭺꮮꮖꭲꭹ ꭺꮜꮐꮇꭼᴨꭲꭺꭲꮖꮻᴨ ꮪꮖꮇꮜꮮꭺꭲꮖꮻᴨꮪ.,1,117,41,hybrid
conkme.eth,CONK,"$CONK on Fantom Network 0xb715F8DcE2F0E9b894c753711bd55eE3C04dcA4E
$CONK is mine, $CONK is yours!
Community is dead, Long live community.
",250,79,27,hybrid
unoredao.eth,Uno Re,Uno Re is DeFi's first risk-based Insurance and Reinsurance protocol.,1,37,15,hybrid
cvp.eth,PowerPool,Automated Defi products with enhanced yield and capital efficiency powered by Power Agent smart automation network.,1,81,10,hybrid
hairdao.eth,HairDAO,"HairDAO is a patient-owned, mission-driven corporation united by the goal of making hair loss a problem of the past!",1,57,30,hybrid
halofi.eth,HaloFi,"Grow wealth with crypto, earn rewards, badges & more. Save like a boss with HaloFi. We make personal finance fun. Be your best financial self!",137,892,8,hybrid
poktdao.eth,POKT Network,The DAO governing the unstoppable decentralized RPC protocol.,100,477,116,hybrid
community.stakedotlink.eth,stake.link Community Vote,,1,30,13,hybrid
zicodao.eth,Zico DAO,Zico DAO is the voice of the cryptophilatelists community of the Polish Crypto Stamp project facilitating on and off-chain governance of its active members.,137,305,10,hybrid
xdefigovernance.eth,XDEFI Wallet,"XDEFI is a non-custodial wallet that allows you to securely swap, store, and send crypto and NFTs across 200+ blockchains.",1,115,7,hybrid
gains-network.eth,Gains Network,"gTrade: the most liquidity-efficient decentralized leverage trading platform on Arbitrum, Base, and Polygon.",42161,72,13,hybrid
treasuregaming.eth,Treasure,Treasure is the building the future of AI-powered entertainment.,42161,8716,39,hybrid
optichads.eth,OptiChads,,1,347,5,hybrid
coinagemedia.eth,Coinage,The first community-owned show answering crypto's biggest questions.,1,386,63,hybrid
airdaofoundation.eth,AirDAO,"AirDAO is a community-governed blockchain and ecosystem of web3 dApps, powered by AMB.",16718,240,18,hybrid
mutantcatsvote.eth,Mutant Cats DAO,Mutant Cats is an NFT based DAO. Each Mutant Cat is a governance token in the DAO. 1 Cat = 1 Vote.,1,223,30,hybrid
decubategov.eth,Decubate.com,"Decubate is the leading platform to empower entrepreneurs to launch, manage, and grow their web3 business easily.",56,1622,9,hybrid
blurdao.eth,Blur,,1,132,1,hybrid
plutus-dao.eth,Plutus,"Liquidity, yield, stability - multichain simplified.

Parent protocol for Orange Finance, Berancia, Deep Thought, and LPfun.",42161,324,17,hybrid
monetadao.eth,Moneta DAO,The Moneta DAO is an on-chain collective that governs the development of the Moneta Ecosystem including the DeFi Franc.,1,177,11,hybrid
mmgov.eth,Million Gov,"Governance for http://milliontoken.org/ . Based on tokens in Ethereum, BSC, Polygon, and AVAX.",1,17,8,hybrid
cultbears.eth,Cult Bears DAO,The first cross-chain NFT ecosystem on Moonbeam and Astar.,1284,34,18,hybrid
stfxgovernance.eth,STFX,,1,106,8,hybrid
poll.daosquare.eth,DAOSquare DRC,DAOSquare Request for Comment (DRC) are the first step of DAOSquare Governance. The purpose is to decide which proposals can be submitted officially as a DRE.,1,12,13,hybrid
turntlesquad.eth,Turntle Squad,"The Turntle RGB Gang
🔴🟢🔵",1,57,6,hybrid
symbiosisdao.eth,Symbiosis DAO,Symbiosis aggregates decentralized exchange liquidity across any EVM and non-EVM networks.,1,973,60,hybrid
timelessfi.eth,Timeless,,1,166,144,hybrid
gamefipika.eth,PikaCrypto,Connecting NFTS & blockchain gaming with the world. We’ve created a revolutionary ecosystem which is completely unique that pays out rewards to users in ETH. ,1,13,9,hybrid
rareships.eth,Rareships DAO,"DAO governing hub for the Rareships ecosystem.
https://twitter.com/rareshipsNFT
",2109,343,16,hybrid
cartesi-community-grants-program.eth,Cartesi Community Grants Program,The official space for Cartesi Governance. Visit governance.cartesi.io to learn more and submit your grant proposals on Charmverse.,1,103,15,hybrid
sdcrv-gov.eth,sdCRV-Governance,Relay for veCRV Governance proposals,1,87,922,hybrid
kumaprotocol.eth,Kuma,"KUMA Protocol is a decentralized protocol issuing yield-bearing tokens backed by regulated NFTs, themselves backed by sovereign bonds. ",1,30,31,hybrid
deepobjects-voting.eth,Deep Objects,JOIN US AS WE JOURNEY FROM IDEA TO OBJECT.,1,19,31,hybrid
pnounsdao.eth,pNounsDAO,,1,175,578,hybrid
gauges.aurafinance.eth,Aura - Balancer Gauges,Fortnightly voting on Balancer Gauges,1,369,67,hybrid
level-finance.eth,Level Finance,,56,504,28,hybrid
degen-defi.eth,SH!TCOIN CLUB GOVERNANCE,A community for like minded degens in the DeFi space looking to make it a better and safer space for all investors,137,194,19,hybrid
treschain.eth,Tres Chain,Tres Chain is a blockchain focused on learning.,1,55,6,hybrid
boringsecurity.eth,Boring Security,"A DAO created to advance web3 security education in a non-biased, vendor neutral way.",1,587,37,hybrid
zechubdao.eth,ZecHub,ZecHub is an open-source education hub for Zcash.,1,63,9,hybrid
joegovernance.eth,Lets F***ing Joe (prev. TJ),Decentralized Exchange,43114,19615,27,hybrid
sdyfi.eth,sdYFI,,1,4,73,hybrid
veyfi.eth,yearn,DeFi’s premier yield aggregator. Get your governance on and vote alongside anons and cartoon animals. Just like real democracy…,1,331,74,hybrid
fypinu.eth,FYP Voting,"Viral Tool Kit.
Create To Earn.",1,21,9,hybrid
adv3nture.eth,Adv3nturers,,42161,21,7,hybrid
gmgdao.eth,Green Mining DAO,Making sustainable & community-owned btc mining the #1 standard in the industry. We own a green & tokenized mining facility which pays dividends in btc,137,47,42,hybrid
guildfiworld.eth,GuildFi,"The open interconnected ecosystem of
 games, entertainment, communities, and NFTs.

We are turning your life into a game.",1,144,3,hybrid
suzuverse-dao.eth,SUZUVERSE DAO ,"The road to Digital FREEDOM with Suzuverse DAO members.
(Voting Rule)
Proposal: Holding more than 300 xSGT
Quorum: 50,000,001 xSGT
Vote: All xSGT holder


",1,18,10,hybrid
utopiavatars.eth,UTOPIA AVATARS,"Metaverse-ready, 3D art collectible tokens built on the Ethereum blockchain that provides holders with tangible opportunities and experiences in real life. ..",1,83,10,hybrid
butterflycash.eth,Butterfly Cash - bCASH,"Butterfly Cash is an ERC20 token on the Avalanche Blockchain. 
Voting will use the ecosystem governance token, veCASH.",43114,25,17,hybrid
itokenpocket.eth,TokenPocket,,56,337,20,hybrid
dicesia.eth,Dicesia DAO,Social DAO ,137,13,5,hybrid
moonbeam-foundation.eth,Moonbeam Foundation,"This is a space for the Moonbeam community to do signal voting.

To submit a proposal you must hold at least 1 GLMR in your account.",1284,4618,12,hybrid
y2factory.eth,Y2 FACTORY DAO,Y2FACTORY DAO（Y2FD）は、「みんながワイワイ楽しめる世界を」というミッションのもと、参加者がエンターテインメントの企画、制作、運営に関わることができる、クリエイティブな共創コミュニティです。,137,106,125,hybrid
wrldtakeovernft.eth,MetaTrustDAO,Focused on GameFi asset acquisition.,1,170,112,hybrid
acrossprotocol.eth,Across DAO,Across is a cross-chain bridge for Ethereum’s rollups and L2s that is secured by UMA’s optimistic oracle. ,1,1521,81,hybrid
magicappstore.eth,Magic Square,The Magic DAO empowers $SQR holders and stakers to influence key decisions through voting in the community-driven development of Magic Square,56,96332,323,hybrid
magpiexyz.eth,Magpie,Magpie is a Multi-chain DeFi platform providing Yield & veTokenomics boosting services,56,603,85,hybrid
innercirclefinance.eth,Inner Circle Finance,,25,16,18,hybrid
enterthemythos.eth,Mythos DAO,Mythos DAO is a decentralized autonomous organization that provides its players with a voice in its ecosystem development.,1,88,4,algorithmic
kodacapitaldao.eth,Koda Capital DAO,A DAO built on top of the $APE ecosystem. Focused on $APE staking via MAYC/BAKC pools for max $APE yields quarterly. ,1,20,19,hybrid
staderdao.eth,Stader,Stader Labs (https://staderlabs.com/) is a non-custodial multi-chain liquid staking platform with over USD 150 Mn+ PoS assets staked. Currently live on 6 chains,1,1744,26,hybrid
veclev.eth,CLever,"Deposit top quality tokens to CLever in high-yielding collateral strategies, then claim your future yields today. Your future yields can be farmed, re-deposited",1,156,1230,hybrid
seizerdao.eth,SeizerDAO,A DAO created to acquire and collect pieces from the entire 6529 ecosystem while joining the fight for an Open Metaverse,1,164,14,hybrid
freechatdao.eth,FreechatDAO,Freechat is a Web 3.0 social application that provides end-to-end encrypted communication services to ensure privacy and security and social freedom.,1,179,29,hybrid
conic-dao.eth,Conic,Diversify your exposure to high yields across the curve ecosystem,1,878,221,hybrid
h2odata-liquidstaking.eth,H2OData - psdnOCEAN,Weekly voting for allocation on veOCEAN,1,15,22,hybrid
justsomedao.eth,JustSomeDAO,JustSomeDAO is here to obtain a crypto portfolio and collection of NFTs that will continuously reward all participating members.,1,23,21,hybrid
ipv4dao.eth,IPv4DAO,Our mission is the Internet Protocol with decentralized ownership and community-based governance.,1,13,11,hybrid
cowgrants.eth,CoW DAO Grants,Foster the CoW Ecosystem,100,110,80,hybrid
mdt.eth,Measurable Data Token,"Measurable Data Token (MDT) is a decentralized data exchange ecosystem connecting users, data providers, and data buyers and denominates the value of data.",1,1120,2,hybrid
whikoland.eth,WHIKO 謎の生物,謎の生物，Happiness is being confidently weird.“我很難跟妳解釋，一切都是謎。”,1,381,5,hybrid
cratos.eth,Cratos,Cratos is a utility token on the Cratos app designed to facilitate the development of voting system.,1,284,33,hybrid
pushdao.eth,Push,"Push Chain is a shared state L1 blockchain that allows all chains to unify, enabling apps of any chain to be accessed by users of any chain.",1,903,121,hybrid
telcoinfoundation.eth,Telcoin Association,"The formal mechanisms and processes for Telcoin Association governance. This includes Miner Group, Miner Council, and TAO snapshots for their decision-making.",137,11,2,token
pylonecosystem.eth,Pylon Ecosystem,"Pylon Eco Token (PETN) is a product of  Pylon Fintech. PETN is a Decentralized  Finance (DeFi), Governance and Deflationary Open Source Ecosystem based Project",56,129,23,hybrid
beanstalkbugbounty.eth,Beanstalk Bug Bounty,The Beanstalk Immunefi Committee proposes and votes on responses to Immunefi bug reports. More info: docs.bean.money/almanac/governance/proposals#bir,1,34,13,hybrid
mail3.eth,Mail3,Mail3 is a Web3 email platform that uses blockchain technology to ensure privacy and security for its users.,137,22564,8,hybrid
rocketstarfoundation.eth,Rocketstar Foundation,"A DAO to bridge Web3 and Enterprise. The best of both worlds for a fairer, more participatory & more regenerative economy.",100,7,21,hybrid
xborg.eth,XBorg,Build the future of gaming.,1,701,34,hybrid
echelonassembly.eth,Echelon Assembly,"Echelon governance proposals - 
Enacting the will of the community.",1,444,14,hybrid
wsgvote.eth,Wall Street Games,Wall Street Games is a hybrid blockchain-based online gaming platform where players battle each other in fun simple games for rewards in cryptocurrencies.,42161,144,23,hybrid
cultivatordao.eth,Cultivator DAO,A new DAO serving the Lens Community 🌿 Helping verify humans ✅ and fight spam ⚔️,137,18981,1,hybrid
lxdao.eth,LXDAO,LXDAO is an R&D-focused DAO in Web3. https://lxdao.io/,1,158,201,hybrid
concentratordao.eth,Concentrator,Concentrator is a yield enhancer that boosts yields on Convex vaults by concentrating all rewards into auto-compounding top-tier tokens like aCRV (cvxCRV) and a,1,219,702,hybrid
syncswapxyz.eth,SyncSwap,Seamless and efficient decentralized exchange for consumer crypto on Ethereum ZK Rollups.,1,42172,1,hybrid
ambire.eth,Ambire Wallet,"A Web3 smart wallet focused on power and ease of use. This space votes on Wallet DAO proposals, which absorbs and governs all of it's revenue.",1,219,21,hybrid
genuine-dao.eth,Genuine Undead,"Decentralised pixel art project with 24*24 pixel PFP you have never seen. 5995 classic, 3996 cyberpunk and 8 legendary, over 200 hand draw traits, rich variety.",1,63,5,hybrid
g-dao.eth,G DAO,The DAO Governance Space for Gravity ($G). Join the discussion: dao-forum.gravity.xyz,1,66192,45,hybrid
sdapw.eth,Stake DAO APW,Stake DAO meta-governance space for APWine,1,19,133,hybrid
adidas.eth,adidas,adidas Originals: Into the Metaverse,1,569,2,hybrid
arrowair.eth,Arrow Air,Arrow is a decentralized community building open source vertical-takeoff aircraft that are affordable and accessible to everyone through a rideshare protocol.,1,26,71,hybrid
goblinsax.eth,Goblin Sax,NFT finance collective,1,15,15,hybrid
metronome.eth,Metronome DAO,DAO Governance for Metronome ecosystem,1,30,32,hybrid
kuiclub.eth,Kui Club,"Kui Club 亏钱俱乐部
",1,1931,12,hybrid
kalmyapp.eth,Kalmy.APP,Kalmy.app is powered by DeFi and NFTs.,56,345,160,hybrid
squiggledaotreasurysquad.eth,SquiggleDAO Treasury Squad,This is the Snapshot for the SquiggleDAO Treasury Squad to govern their financial operations,1,11,4,token
kromgov.eth,Kromatika Finance,Kromatika Protocol Governance Voting Portal,1,113,5,hybrid
xclny.eth,Marscolony.io Harmony,https://www.xdao.app/137/dao/0x9430B86D37CBF69Dd19a849AFC9f7187Ecf872FD,1666600000,72,7,hybrid
etherscoredao.eth,EtherScore,A decentralized reputation system using SBTs / NFT badges based on on-chain actions.,8453,27601,8,reputation
metasoccer.eth,MetaSoccer,"MetaSoccer is a football metaverse where you can earn, own, and freely transact players, stadiums, and even entire clubs!",137,155,9,hybrid
championfinance.eth,Champion Finance,We're Champion Finance - The first cross-chain elastic-algorithmic token pegged to $USDC,43114,11,5,algorithmic
o3dao.eth,O3Labs,Check docs.o3swap.com/o3-vote for Proposal Templates. All proposals must follow the templates to be valid.,56,1843,11,hybrid
moonwell-governance.eth,Moonwell Governance,"Moonwell is an open lending and borrowing DeFi protocol built on Base, Moonbeam, and Moonriver.
Community members with delegated $WELL are eligible to vote.",8453,1179,65,delegated
starknet.eth, Starknet,"Starknet is a permissionless, decentralized Layer 2 (L2) Validity Rollup, intended to scale Ethereum while retaining Ethereum’s security and decentralization. 
",1,66828,6,hybrid
metavault-trade.eth,Metavault.Trade,MVX Metavault.Trade - Perpetual trading exchange,137,86,8,hybrid
cakevote.eth,PancakeSwap,,56,111280,3732,hybrid
radiantcapital.eth,Radiant Capital,"Radiant is building the first omnichain money market atop LayerZero.

Deposit & borrow across multiple chains, seamlessly.",42161,28768,55,hybrid
ipistr.eth,Shorter Finance,Shorter Finance is a 100% on-chain infrastructure from IPI Labs.,1,87815,7,hybrid
beanstalkfarmsbudget.eth,Beanstalk Farms Budget,"The Beanstalk Farms Committee proposes and votes on the use of the Beanstalk Farms budget.

More info: docs.bean.money/almanac/governance/proposals#bfbp",1,57,36,hybrid
tableland-rigs.eth,Tableland Rigs,Upgrade and ecosystem proposals for Tableland Rigs owners.,1,46,6,hybrid
leagueoflils.eth,League of Lils,Lil Nouns voting proxy in Nouns DAO.,1,198,720,hybrid
lawminati.eth,BlockNG,THE NEXT GENERATION SYNTHETIC CURRENCY,10000,47,14,hybrid
aggregatedfinance.eth,Aggregated Finance,Community Powered FaaS,1,9,15,hybrid
wearebeansprout.eth,Bean Sprout,"Bean Sprout is a Beanstalk accelerator program to facilitate rapid development on Beanstalk.

More info: docs.bean.money/almanac/governance/proposals#bsp",1,51,7,hybrid
autonolas.eth,Olas (prev Autonolas),"Crypto's ocean of services. Coordinated by the OLAS token & built on cutting edge, autonomous agent tech. Proposals must conform to constitution –TOS for link",1,45,23,algorithmic
speraxdao.eth,Sperax DAO,Sperax USD is primarily backed by crypto collateral which generates organic yield for its holders. The protocol is aggressively working towards decentralization,42161,25744,72,hybrid
tetubal.eth,tetuBAL,Control veBAL votes via tetuBAL token,137,154,79,hybrid
promdao.eth,Prom,"Prom is a gaming NFT marketplace & rental. Completely decentralized, confidential, and safe, it meets the needs of players, metaverse-enthusiasts, NFT owners.",56,2063,34,hybrid
undw3.eth,Lacoste UNDW3,Lacoste is entering a new era with the launch of the Lacoste UNDW3 experience. ,1,386,3,hybrid
thestandardio.eth,The Standard DAO,Asset backed Stablecoin protocol,1,53,9,hybrid
friendsofpooly.eth,PoolyDAO,,1,557,5,hybrid
vestafinance.eth,Vesta,,42161,28160,13,hybrid
morpho.eth,Morpho,Morpho is an autonomous algorithm living on the Ethereum blockchain. It serves one purpose: providing optimal lending and borrowing services to all.,1,1207,121,algorithmic
zcoreclub.eth,ZCore Network,Owners of the NFT Farm Horses ZCoreClub collection can send Proposals and have voting power on ZCore's DAO : https://club.zcore.network,56,87,10,hybrid
flork.eth,FlorkDAO,"Florkinomics is the next big memecoin sensation and this is their DAO. Inspired by Flork of Cows, this community is ready to take over the whole florkin world!",56,29,11,hybrid
tigrisdao.eth,Tigris,Truly Open Leveraged Trading,42161,33,10,hybrid
nsfwgov.eth,Not Safe For Work (NSFW+),,137,125,31,hybrid
eulerdao.eth,Euler,Only delegated EUL may be used to create or vote on proposals. You can delegate to yourself or another address. Visit: https://app.euler.finance/delegates,1,1427,62,delegated
ousdgov.eth,Legacy Governance (OGV),"Origin Dollar (OUSD) and Origin Ether (OETH) -
Learn more at https://ousd.com/governance",1,230,117,hybrid
pyedao.eth,PYE Ecosystem,PYESwap - The worlds first Swap 2.0 technology powered DEX on both BSC and Ethereum networks.,56,22,5,hybrid
gogo-protocol.eth,GOGO Protocol,"GOGOcoin is constructing the most user-friendly open source DeFi protocol for asset management and savings.
",137,75,7,hybrid
sdaowin.eth,Shark DAO,"Shark DAO is committed to building a DAO that invests in Web3 and NFT, a fully autonomous community that will change the old social system and is a new revoluti",56,1508,5,algorithmic
snapshot.movedao.eth,Movement DAO: Consensus Space,MOVEMENT DAO/DAOLABS and its community are building a platform for creating blockchain-based treasuries and communities which can operate at any scale.,1,49,47,hybrid
tigervc-dao.eth,Tiger VC DAO,A Decentralized Venture Capital Powered by Web 3.0,1,100,40,hybrid
hop.eth,Hop,"Hop is a community building secure, trustless, and community-owned bridge infrastructure.",1,22184,61,hybrid
peghub.eth,PegHub DAO,PegHub is the governance DAO of all BOMB created multipeg algocoins across numerous blockchains.,56,19,10,hybrid
aurafinance.eth,Aura Finance,,1,1027,847,hybrid
wagdie.eth,WAGDIE,𝔚𝔢 𝔄𝔯𝔢 𝔄𝔩𝔩 𝔊𝔬𝔦𝔫𝔤 𝔱𝔬 𝔇𝔦𝔢,1,327,56,hybrid
beanstalkdao.eth,Beanstalk DAO,"Stalkholders make up the Beanstalk DAO. Stalkholders vote on BIPs and BOPs on this Snapshot page. More info: 

docs.bean.money/almanac/governance/proposals#bip",1,347,33,token
sdbal.eth,Stake DAO BAL,Stake DAO meta-governance space for Balancer,1,76,980,hybrid
rndrnetwork.eth,Render Network,Advancing the Next Generation of Rendering and AI Technology,1,289,37,hybrid
burgercities.eth,BURGERCITIES,"BurgerCities aims to create a unified and standardized metaverse world of Web3 via integrating DeFi, NFT to the wider Metaverse.",56,152,12,hybrid
vanilladao.eth,Vanilla DAO,,1,89,3,hybrid
metfi.io,MetFi DAO,World’s first DeFi 2.0 collectible NFT ecosystem focused on incubating metaverse and Web3 unicorns and sharing the financial returns with all MetFi NFT owners.,56,2380,90,hybrid
vote.hopr.eth,HOPR Association Governance,Votes for HOPR Association Governance,1,522,29,hybrid
babydogevote.eth,Baby Doge,Core Proposals will be executed by core contributors. Community Proposals must be executed by community. ,56,1250,56,hybrid
fatcatsdao.eth,Aurion Capital,,1,161,31,hybrid
forta.eth,Forta,Forta Proposal Process Snapshot,1,320,8,token
dropsdao.eth,DropsDAO,Instant loans for NFTs,1,46,14,hybrid
opcollective.eth,Optimism Collective,VOTING HERE -> https://vote.optimism.io/,10,203928,93,hybrid
